Trial Instance Cost Seed Time Start_Temp Min_Temp Cooling_Rate Status
0 instance_test_3.json 1810 93998231 2.08061 10.0 0.02 0.98 OK
0 instance_test_3.json 1791 34315530 1.92671 10.0 0.02 0.99 OK
0 instance_test_3.json 1814 58148630 2.00797 10.0 0.02 0.995 OK
0 instance_test_3.json 1812 56104339 1.90904 10.0 0.05 0.98 OK
0 instance_test_3.json 1814 36264843 1.91083 10.0 0.05 0.99 OK
0 instance_test_3.json 1807 36743419 1.88468 10.0 0.05 0.995 OK
0 instance_test_3.json 1814 20474761 1.89 10.0 0.1 0.98 OK
0 instance_test_3.json 1795 1204182 2.04472 10.0 0.1 0.99 OK
0 instance_test_3.json 1817 84502003 1.88629 10.0 0.1 0.995 OK

0 instance_test_4.json 7688 12517009 1.60616 5.0 0.02 0.98 OK
0 instance_test_4.json 7260 91543992 1.50835 5.0 0.02 0.99 OK
0 instance_test_4.json 7234 45235109 1.44317 5.0 0.02 0.995 OK
0 instance_test_4.json 7700 15422252 0.514061 5.0 0.05 0.98 OK
0 instance_test_4.json 7254 6533972 1.50611 5.0 0.05 0.99 OK
0 instance_test_4.json 7249 46645683 1.44962 5.0 0.05 0.995 OK
0 instance_test_4.json 7269 85903874 1.51829 5.0 0.1 0.98 OK
0 instance_test_4.json 7243 65575972 1.4499 5.0 0.1 0.99 OK
0 instance_test_4.json 7251 89072448 1.43708 5.0 0.1 0.995 OK
0 instance_test_4.json 7243 94021944 1.47286 7.5 0.02 0.98 OK
0 instance_test_4.json 7236 63053321 1.48467 7.5 0.02 0.99 OK
0 instance_test_4.json 7251 43343698 1.47617 7.5 0.02 0.995 OK
0 instance_test_4.json 7227 69931265 1.47522 7.5 0.05 0.98 OK
0 instance_test_4.json 7722 58556223 1.46069 7.5 0.05 0.99 OK
0 instance_test_4.json 7717 90517376 1.48496 7.5 0.05 0.995 OK
0 instance_test_4.json 7245 42298823 1.42228 7.5 0.1 0.98 OK
0 instance_test_4.json 7739 23568457 1.44654 7.5 0.1 0.99 OK
0 instance_test_4.json 6802 39268539 1.45179 7.5 0.1 0.995 OK
0 instance_test_4.json 7262 73423406 1.49261 10.0 0.02 0.98 OK
0 instance_test_4.json 7260 84238187 1.45658 10.0 0.02 0.99 OK
0 instance_test_4.json 7253 28764679 1.45783 10.0 0.02 0.995 OK
0 instance_test_4.json 7240 56749369 1.49066 10.0 0.05 0.98 OK
0 instance_test_4.json 7263 22361336 1.45118 10.0 0.05 0.99 OK
0 instance_test_4.json 7696 3055133 1.44542 10.0 0.05 0.995 OK
0 instance_test_4.json 7252 12791677 1.57958 10.0 0.1 0.98 OK
0 instance_test_4.json 6806 95550016 0.522682 10.0 0.1 0.99 OK
0 instance_test_4.json 7275 65935080 1.4725 10.0 0.1 0.995 OK

0 instance_test_5.json 488 28253615 1.16384 5.0 0.02 0.98 OK
0 instance_test_5.json 493 45176257 1.17144 5.0 0.02 0.99 OK
0 instance_test_5.json 480 79798740 1.15956 5.0 0.02 0.995 OK
0 instance_test_5.json 486 2450965 1.14676 5.0 0.05 0.98 OK
0 instance_test_5.json 502 69734359 1.14605 5.0 0.05 0.99 OK
0 instance_test_5.json 468 26613428 1.14819 5.0 0.05 0.995 OK
0 instance_test_5.json 492 93023832 1.14673 5.0 0.1 0.98 OK
0 instance_test_5.json 493 71812377 1.13998 5.0 0.1 0.99 OK
0 instance_test_5.json 460 1984401 1.14468 5.0 0.1 0.995 OK
0 instance_test_5.json 471 61211110 1.14871 7.5 0.02 0.98 OK
0 instance_test_5.json 391 56689625 1.19736 7.5 0.02 0.99 OK
0 instance_test_5.json 508 73419527 1.17713 7.5 0.02 0.995 OK
0 instance_test_5.json 509 32026063 1.15477 7.5 0.05 0.98 OK
0 instance_test_5.json 485 64998551 1.15343 7.5 0.05 0.99 OK
0 instance_test_5.json 481 12730394 1.17256 7.5 0.05 0.995 OK
0 instance_test_5.json 474 4317003 1.15297 7.5 0.1 0.98 OK
0 instance_test_5.json 467 19898891 1.14967 7.5 0.1 0.99 OK
0 instance_test_5.json 484 66255645 1.16919 7.5 0.1 0.995 OK
0 instance_test_5.json 475 16613573 1.15459 10.0 0.02 0.98 OK
0 instance_test_5.json 404 11812076 1.15497 10.0 0.02 0.99 OK
0 instance_test_5.json 423 17024183 1.16445 10.0 0.02 0.995 OK
0 instance_test_5.json 480 94582251 1.15304 10.0 0.05 0.98 OK
0 instance_test_5.json 477 46187086 1.14039 10.0 0.05 0.99 OK
0 instance_test_5.json 489 18734421 1.15121 10.0 0.05 0.995 OK
0 instance_test_5.json 395 37873407 1.14119 10.0 0.1 0.98 OK
0 instance_test_5.json 513 63346593 0.195683 10.0 0.1 0.99 OK
0 instance_test_5.json 485 33115838 1.24085 10.0 0.1 0.995 OK

0 instance_test_6.json 4861 17993499 2.80333 5.0 0.02 0.98 OK
0 instance_test_6.json 4863 12553219 2.7695 5.0 0.02 0.99 OK
0 instance_test_6.json 4945 95166478 2.79221 5.0 0.02 0.995 OK
0 instance_test_6.json 4831 68635533 2.81848 5.0 0.05 0.98 OK
0 instance_test_6.json 4833 88124387 2.79984 5.0 0.05 0.99 OK
0 instance_test_6.json 4782 61875943 2.81274 5.0 0.05 0.995 OK
0 instance_test_6.json 4847 67109020 2.77974 5.0 0.1 0.98 OK
0 instance_test_6.json 4993 95233710 2.8112 5.0 0.1 0.99 OK
0 instance_test_6.json 4895 39608610 2.88265 5.0 0.1 0.995 OK
0 instance_test_6.json 5004 17678438 2.81379 7.5 0.02 0.98 OK
0 instance_test_6.json 4768 68156614 1.81586 7.5 0.02 0.99 OK
0 instance_test_6.json 4881 43777853 2.79053 7.5 0.02 0.995 OK
0 instance_test_6.json 4852 52091119 2.94319 7.5 0.05 0.98 OK
0 instance_test_6.json 4816 32306782 2.92078 7.5 0.05 0.99 OK
0 instance_test_6.json 4779 20367956 2.91539 7.5 0.05 0.995 OK
0 instance_test_6.json 4965 66932966 2.934 7.5 0.1 0.98 OK
0 instance_test_6.json 4829 23201531 2.9702 7.5 0.1 0.99 OK
0 instance_test_6.json 4899 21171689 2.92752 7.5 0.1 0.995 OK
0 instance_test_6.json 4914 62575959 2.86646 10.0 0.02 0.98 OK
0 instance_test_6.json 4886 97732033 3.01187 10.0 0.02 0.99 OK
0 instance_test_6.json 4850 15108094 2.84803 10.0 0.02 0.995 OK
0 instance_test_6.json 4912 21425557 1.95061 10.0 0.05 0.98 OK
0 instance_test_6.json 4931 56068626 2.96406 10.0 0.05 0.99 OK
0 instance_test_6.json 4846 69199874 2.93032 10.0 0.05 0.995 OK
0 instance_test_6.json 4813 86917656 2.91112 10.0 0.1 0.98 OK
0 instance_test_6.json 4918 86935472 2.8179 10.0 0.1 0.99 OK
0 instance_test_6.json 4950 94530314 2.82345 10.0 0.1 0.995 OK

0 instance_test_7.json 7004 67232333 2.46614 5.0 0.02 0.98 OK
0 instance_test_7.json 7042 35956811 2.43073 5.0 0.02 0.99 OK
0 instance_test_7.json 7094 20939610 2.4438 5.0 0.02 0.995 OK
0 instance_test_7.json 7038 70880999 2.45417 5.0 0.05 0.98 OK
0 instance_test_7.json 7020 52577764 2.43803 5.0 0.05 0.99 OK
0 instance_test_7.json 7064 2815172 2.53247 5.0 0.05 0.995 OK
0 instance_test_7.json 7028 48153660 1.51151 5.0 0.1 0.98 OK
0 instance_test_7.json 7022 11512735 2.4313 5.0 0.1 0.99 OK
0 instance_test_7.json 7021 4926814 2.5141 5.0 0.1 0.995 OK
0 instance_test_7.json 7061 72815551 2.49022 7.5 0.02 0.98 OK
0 instance_test_7.json 7017 12026514 2.73079 7.5 0.02 0.99 OK
0 instance_test_7.json 7026 39056956 2.45717 7.5 0.02 0.995 OK
0 instance_test_7.json 7073 89125014 2.55862 7.5 0.05 0.98 OK
0 instance_test_7.json 6982 14588547 2.56512 7.5 0.05 0.99 OK
0 instance_test_7.json 7025 60174896 2.60101 7.5 0.05 0.995 OK
0 instance_test_7.json 6925 38062508 2.51014 7.5 0.1 0.98 OK
0 instance_test_7.json 7049 16084896 2.55016 7.5 0.1 0.99 OK
0 instance_test_7.json 7011 45359379 2.43698 7.5 0.1 0.995 OK
0 instance_test_7.json 7009 72255743 2.46239 10.0 0.02 0.98 OK
0 instance_test_7.json 7024 23906340 1.59144 10.0 0.02 0.99 OK
0 instance_test_7.json 7062 65190895 2.51412 10.0 0.02 0.995 OK
0 instance_test_7.json 7141 41583850 2.51096 10.0 0.05 0.98 OK
0 instance_test_7.json 7053 74131302 2.52112 10.0 0.05 0.99 OK
0 instance_test_7.json 7037 23144877 2.48207 10.0 0.05 0.995 OK
0 instance_test_7.json 7099 31050636 2.54314 10.0 0.1 0.98 OK
0 instance_test_7.json 7246 46787533 2.5973 10.0 0.1 0.99 OK
0 instance_test_7.json 7065 43959765 2.54887 10.0 0.1 0.995 OK

0 instance_test_8.json 1469 17146089 1.43463 5.0 0.02 0.98 OK
0 instance_test_8.json 1471 50780312 1.41596 5.0 0.02 0.99 OK
0 instance_test_8.json 1504 64773149 1.3319 5.0 0.02 0.995 OK
0 instance_test_8.json 1488 98371114 1.32678 5.0 0.05 0.98 OK
0 instance_test_8.json 1477 51604979 1.33559 5.0 0.05 0.99 OK
0 instance_test_8.json 1541 39202524 1.39042 5.0 0.05 0.995 OK
0 instance_test_8.json 1480 42174358 1.45411 5.0 0.1 0.98 OK
0 instance_test_8.json 1469 58896087 1.43056 5.0 0.1 0.99 OK
0 instance_test_8.json 1511 72383584 1.40475 5.0 0.1 0.995 OK
0 instance_test_8.json 1485 39133572 0.473128 7.5 0.02 0.98 OK
0 instance_test_8.json 1512 32047665 1.35757 7.5 0.02 0.99 OK
0 instance_test_8.json 1497 18914447 1.34549 7.5 0.02 0.995 OK
0 instance_test_8.json 1468 10491652 1.39115 7.5 0.05 0.98 OK
0 instance_test_8.json 1529 25617294 1.359 7.5 0.05 0.99 OK
0 instance_test_8.json 1504 74648544 1.36378 7.5 0.05 0.995 OK
0 instance_test_8.json 1507 64860866 1.36674 7.5 0.1 0.98 OK
0 instance_test_8.json 1504 64504478 1.47443 7.5 0.1 0.99 OK
0 instance_test_8.json 1524 63886128 1.37119 7.5 0.1 0.995 OK
0 instance_test_8.json 1505 37357401 1.35803 10.0 0.02 0.98 OK
0 instance_test_8.json 1517 33690905 1.36345 10.0 0.02 0.99 OK
0 instance_test_8.json 1508 4729712 1.41047 10.0 0.02 0.995 OK
0 instance_test_8.json 1539 88059041 1.43771 10.0 0.05 0.98 OK
0 instance_test_8.json 1520 41633434 1.35812 10.0 0.05 0.99 OK
0 instance_test_8.json 1503 28296717 1.39063 10.0 0.05 0.995 OK
0 instance_test_8.json 1502 89261446 1.34756 10.0 0.1 0.98 OK
0 instance_test_8.json 1484 45884766 1.34067 10.0 0.1 0.99 OK
0 instance_test_8.json 1496 55916006 1.34187 10.0 0.1 0.995 OK

0 instance_test_9.json 1434 26471928 2.18962 5.0 0.02 0.98 OK
0 instance_test_9.json 1426 70534569 2.16892 5.0 0.02 0.99 OK
0 instance_test_9.json 1434 12694243 2.1618 5.0 0.02 0.995 OK
0 instance_test_9.json 1426 98633301 1.20733 5.0 0.05 0.98 OK
0 instance_test_9.json 1410 27694948 2.15713 5.0 0.05 0.99 OK
0 instance_test_9.json 1426 31080963 2.16922 5.0 0.05 0.995 OK
0 instance_test_9.json 1418 76795312 2.14937 5.0 0.1 0.98 OK
0 instance_test_9.json 1426 66861431 2.19927 5.0 0.1 0.99 OK
0 instance_test_9.json 1418 77241689 2.15 5.0 0.1 0.995 OK
0 instance_test_9.json 1426 11148788 2.18299 7.5 0.02 0.98 OK
0 instance_test_9.json 1426 74118769 2.15137 7.5 0.02 0.99 OK
0 instance_test_9.json 1426 4376045 2.1683 7.5 0.02 0.995 OK
0 instance_test_9.json 1426 48075484 2.16668 7.5 0.05 0.98 OK
0 instance_test_9.json 1418 90126413 2.16254 7.5 0.05 0.99 OK
0 instance_test_9.json 1434 35636560 2.44715 7.5 0.05 0.995 OK
0 instance_test_9.json 1418 86998468 2.15594 7.5 0.1 0.98 OK
0 instance_test_9.json 1418 23674402 2.15717 7.5 0.1 0.99 OK
0 instance_test_9.json 1434 63447 2.14925 7.5 0.1 0.995 OK
0 instance_test_9.json 1426 91715341 1.27906 10.0 0.02 0.98 OK
0 instance_test_9.json 1434 67948099 2.20939 10.0 0.02 0.99 OK
0 instance_test_9.json 1418 93980244 2.21255 10.0 0.02 0.995 OK
0 instance_test_9.json 1426 40348402 2.27088 10.0 0.05 0.98 OK
0 instance_test_9.json 1426 44511714 2.20398 10.0 0.05 0.99 OK
0 instance_test_9.json 1426 89860023 2.25174 10.0 0.05 0.995 OK
0 instance_test_9.json 1426 14401811 2.25639 10.0 0.1 0.98 OK
0 instance_test_9.json 1426 28615469 2.17456 10.0 0.1 0.99 OK
0 instance_test_9.json 1418 19549284 2.16231 10.0 0.1 0.995 OK

Trial Instance Cost Seed Time Start_Temp Min_Temp Cooling_Rate Status
0 instance_test_1.json 24824 95547207 4.30309 5.0 0.02 0.98 OK
0 instance_test_1.json 22600 25113542 3.9876 5.0 0.02 0.99 OK
0 instance_test_1.json 24824 35971572 3.76449 5.0 0.02 0.995 OK
0 instance_test_1.json 24840 35857059 2.76946 5.0 0.05 0.98 OK
0 instance_test_1.json 22576 92431297 3.7925 5.0 0.05 0.99 OK
0 instance_test_1.json 24816 52099251 3.77822 5.0 0.05 0.995 OK
0 instance_test_1.json 22576 84045411 3.76048 5.0 0.1 0.98 OK
0 instance_test_1.json 22608 17447405 3.72781 5.0 0.1 0.99 OK
0 instance_test_1.json 22576 7528074 3.74433 5.0 0.1 0.995 OK
0 instance_test_1.json 22608 38190041 3.76506 7.5 0.02 0.98 OK
0 instance_test_1.json 22584 95715142 3.80165 7.5 0.02 0.99 OK
0 instance_test_1.json 24800 46325910 2.85182 7.5 0.02 0.995 OK
0 instance_test_1.json 24848 50945244 3.74159 7.5 0.05 0.98 OK
0 instance_test_1.json 24832 89855926 3.73403 7.5 0.05 0.99 OK
0 instance_test_1.json 24808 84001491 3.74884 7.5 0.05 0.995 OK
0 instance_test_1.json 24856 23531158 3.73617 7.5 0.1 0.98 OK
0 instance_test_1.json 22600 51898684 3.76046 7.5 0.1 0.99 OK
0 instance_test_1.json 22600 27646670 3.7412 7.5 0.1 0.995 OK
0 instance_test_1.json 24864 76909360 3.72672 10.0 0.02 0.98 OK
0 instance_test_1.json 22568 13885816 3.72985 10.0 0.02 0.99 OK
0 instance_test_1.json 24824 96209643 2.83863 10.0 0.02 0.995 OK
0 instance_test_1.json 22584 52847952 3.77309 10.0 0.05 0.98 OK
0 instance_test_1.json 22600 65417475 3.80003 10.0 0.05 0.99 OK
0 instance_test_1.json 22600 17213127 3.73711 10.0 0.05 0.995 OK
0 instance_test_1.json 22584 77976089 3.76073 10.0 0.1 0.98 OK
0 instance_test_1.json 22584 6645053 3.76539 10.0 0.1 0.99 OK
0 instance_test_1.json 22576 21335929 3.71682 10.0 0.1 0.995 OK

0 instance_test_2.json 48010 62582884 2.83088 5.0 0.02 0.98 OK
0 instance_test_2.json 47968 39049100 2.77456 5.0 0.02 0.99 OK
0 instance_test_2.json 47996 41357041 1.8273 5.0 0.02 0.995 OK
0 instance_test_2.json 47982 54701350 2.75987 5.0 0.05 0.98 OK
0 instance_test_2.json 48010 5920783 2.76473 5.0 0.05 0.99 OK
0 instance_test_2.json 47989 90585162 2.78212 5.0 0.05 0.995 OK
0 instance_test_2.json 48003 15515233 2.77247 5.0 0.1 0.98 OK
0 instance_test_2.json 48003 71586188 2.80239 5.0 0.1 0.99 OK
0 instance_test_2.json 47989 67643197 2.75163 5.0 0.1 0.995 OK
0 instance_test_2.json 48003 20857049 2.77011 7.5 0.02 0.98 OK
0 instance_test_2.json 48003 51869555 2.76078 7.5 0.02 0.99 OK
0 instance_test_2.json 47996 40927300 2.85163 7.5 0.02 0.995 OK
0 instance_test_2.json 48003 26266576 3.19858 7.5 0.05 0.98 OK
0 instance_test_2.json 47989 37556972 2.83673 7.5 0.05 0.99 OK
0 instance_test_2.json 48003 49195412 2.0737 7.5 0.05 0.995 OK
0 instance_test_2.json 47996 78503954 2.87151 7.5 0.1 0.98 OK
0 instance_test_2.json 48010 86262318 2.79088 7.5 0.1 0.99 OK
0 instance_test_2.json 48010 44838226 2.85105 7.5 0.1 0.995 OK
0 instance_test_2.json 47996 67484740 2.8477 10.0 0.02 0.98 OK
0 instance_test_2.json 48003 76508720 2.80192 10.0 0.02 0.99 OK
0 instance_test_2.json 48010 16141028 2.7967 10.0 0.02 0.995 OK
0 instance_test_2.json 48017 58560127 2.77276 10.0 0.05 0.98 OK
0 instance_test_2.json 48003 45692216 2.79861 10.0 0.05 0.99 OK
0 instance_test_2.json 47989 94365822 2.78209 10.0 0.05 0.995 OK
0 instance_test_2.json 47989 53635229 2.77416 10.0 0.1 0.98 OK
0 instance_test_2.json 48017 4534102 1.77636 10.0 0.1 0.99 OK
0 instance_test_2.json 48017 76056183 2.84154 10.0 0.1 0.995 OK

0 instance_test_3.json 14855 94859477 3.13883 5.0 0.02 0.98 OK
0 instance_test_3.json 14879 90314452 3.14693 5.0 0.02 0.99 OK
0 instance_test_3.json 14855 14319571 3.17758 5.0 0.02 0.995 OK
0 instance_test_3.json 14847 68841172 3.17244 5.0 0.05 0.98 OK
0 instance_test_3.json 14894 73523607 3.18775 5.0 0.05 0.99 OK
0 instance_test_3.json 14836 76222544 3.17136 5.0 0.05 0.995 OK
0 instance_test_3.json 14870 41155986 3.53022 5.0 0.1 0.98 OK
0 instance_test_3.json 14926 35161868 3.34851 5.0 0.1 0.99 OK
0 instance_test_3.json 15896 72684236 2.30887 5.0 0.1 0.995 OK
0 instance_test_3.json 14924 60828287 3.45362 7.5 0.02 0.98 OK
0 instance_test_3.json 14883 81510368 3.34355 7.5 0.02 0.99 OK
0 instance_test_3.json 14964 86919426 3.37784 7.5 0.02 0.995 OK
0 instance_test_3.json 14933 14647669 3.30057 7.5 0.05 0.98 OK
0 instance_test_3.json 15909 67467300 3.5202 7.5 0.05 0.99 OK
0 instance_test_3.json 15872 40977328 3.4261 7.5 0.05 0.995 OK
0 instance_test_3.json 14916 88161949 3.37193 7.5 0.1 0.98 OK
0 instance_test_3.json 14903 613804 3.21085 7.5 0.1 0.99 OK
0 instance_test_3.json 14939 28095853 3.13844 7.5 0.1 0.995 OK
0 instance_test_3.json 14854 64420356 2.18388 10.0 0.02 0.98 OK
0 instance_test_3.json 14939 17260119 3.13543 10.0 0.02 0.99 OK
0 instance_test_3.json 14864 59358760 3.14853 10.0 0.02 0.995 OK
0 instance_test_3.json 14919 20739369 3.27957 10.0 0.05 0.98 OK
0 instance_test_3.json 14997 77724519 3.23101 10.0 0.05 0.99 OK
0 instance_test_3.json 14912 68519397 3.23245 10.0 0.05 0.995 OK
0 instance_test_3.json 15019 60825828 3.22915 10.0 0.1 0.98 OK
0 instance_test_3.json 14973 50472529 3.20792 10.0 0.1 0.99 OK
0 instance_test_3.json 15975 91745003 3.30852 10.0 0.1 0.995 OK

0 instance_test_4.json 17512 99171537 4.04494 5.0 0.02 0.98 OK
0 instance_test_4.json 17648 78345375 3.12136 5.0 0.02 0.99 OK
0 instance_test_4.json 21786 76998577 4.30008 5.0 0.02 0.995 OK
0 instance_test_4.json 21789 47775600 5.17286 5.0 0.05 0.98 OK
0 instance_test_4.json 21819 52617078 4.05588 5.0 0.05 0.99 OK
0 instance_test_4.json 17487 87609989 3.94855 5.0 0.05 0.995 OK
0 instance_test_4.json 21874 27154480 3.95879 5.0 0.1 0.98 OK
0 instance_test_4.json 17466 79548085 3.97199 5.0 0.1 0.99 OK
0 instance_test_4.json 22008 59698892 3.02015 5.0 0.1 0.995 OK
0 instance_test_4.json 17428 29666581 3.95674 7.5 0.02 0.98 OK
0 instance_test_4.json 17556 38634471 3.95935 7.5 0.02 0.99 OK
0 instance_test_4.json 17621 58476698 3.94153 7.5 0.02 0.995 OK
0 instance_test_4.json 21832 85421358 3.9546 7.5 0.05 0.98 OK
0 instance_test_4.json 17616 26703006 3.9453 7.5 0.05 0.99 OK
